Date,Open,High,Low,Close,Adj Close,Volume
2021-01-20,351975.0,353350.0,350639.0,352801.0,352801.0,3
2021-01-21,354200.0,354835.0,352400.0,354000.0,354000.0,5
2021-01-22,351800.0,351800.0,349500.0,350620.0,350620.0,3
2021-01-25,349000.0,352085.0,347250.0,351900.0,351900.0,4
2021-01-26,350191.0,351800.0,349025.0,349200.0,349200.0,2
2021-01-27,346145.0,346645.0,341119.0,343450.0,343450.0,5
2021-01-28,344340.0,351976.0,344340.0,348220.0,348220.0,4
2021-01-29,344749.0,346355.0,343000.0,344100.0,344100.0,3
2021-02-01,345000.0,346945.0,344250.0,346175.0,346175.0,3
2021-02-02,348300.0,352000.0,348300.0,350201.0,350201.0,4
2021-02-03,350200.0,351086.0,349250.0,350701.0,350701.0,2
2021-02-04,351700.0,355000.0,351192.0,354760.0,354760.0,4
2021-02-05,355750.0,356500.0,353846.0,354401.0,354401.0,3
2021-02-08,355000.0,357100.0,354401.0,357100.0,357100.0,3
2021-02-09,356588.0,362395.0,355021.0,362200.0,362200.0,6
2021-02-10,363145.0,363232.0,360556.0,361290.0,361290.0,3
2021-02-11,361061.0,362300.0,360109.0,361650.0,361650.0,2
2021-02-12,359750.0,365725.0,359750.0,365000.0,365000.0,4
2021-02-16,367658.0,372661.0,366000.0,369333.0,369333.0,9
2021-02-17,368560.0,370873.0,368560.0,370500.0,370500.0,5
2021-02-18,368885.0,370000.0,364760.0,367400.0,367400.0,13
2021-02-19,368865.0,369334.0,364000.0,364400.0,364400.0,13
2021-02-22,363380.0,371000.0,362860.0,369250.0,369250.0,17
2021-02-23,370488.0,371800.0,367236.0,371055.0,371055.0,29
2021-02-24,371183.0,376315.0,371123.0,375000.0,375000.0,26
2021-02-25,375233.0,377357.0,366401.0,367800.0,367800.0,22
2021-02-26,370220.0,374490.0,363680.0,364580.0,364580.0,19
2021-03-01,372555.0,378523.0,372176.0,377755.0,377755.0,29
2021-03-02,378323.0,380000.0,376933.0,377835.0,377835.0,23
2021-03-03,377573.0,385000.0,377500.0,381680.0,381680.0,24
2021-03-04,380443.0,382254.0,368430.0,370240.0,370240.0,26
2021-03-05,375823.0,383500.0,373595.0,381600.0,381600.0,25
2021-03-08,385571.0,391853.0,383700.0,388560.0,388560.0,30
2021-03-09,391168.0,397400.0,385800.0,391460.0,391460.0,32
2021-03-10,394113.0,407750.0,392015.0,398840.0,398840.0,42
2021-03-11,402495.0,402503.0,395062.0,396399.0,396399.0,31
2021-03-12,397900.0,401171.0,394701.0,394701.0,394701.0,24
2021-03-15,395785.0,395890.0,385131.0,386400.0,386400.0,30
2021-03-16,387095.0,387155.0,379212.0,382720.0,382720.0,1
2021-03-17,382530.0,385832.0,380685.0,381501.0,381501.0,33
2021-03-18,384998.0,388630.0,381000.0,383525.0,383525.0,24
2021-03-19,382320.0,383613.0,377500.0,382698.0,382698.0,25
2021-03-22,381808.0,382352.0,378393.0,380403.0,380403.0,24
2021-03-23,379062.0,382000.0,376077.0,377440.0,377440.0,15
2021-03-24,379202.0,382155.0,377520.0,378000.0,378000.0,16
2021-03-25,378035.0,382600.0,374483.0,378700.0,378700.0,17
2021-03-26,383298.0,390000.0,381382.0,387995.0,387995.0,15
2021-03-29,384053.0,393484.0,383923.0,391540.0,391540.0,20
2021-03-30,393665.0,394300.0,388811.0,390360.0,390360.0,18
2021-03-31,388813.0,390300.0,385702.0,385702.0,385702.0,17
2021-04-01,387979.0,390984.0,385702.0,390360.0,390360.0,15
2021-04-05,392700.0,396770.0,392400.0,395535.0,395535.0,18
2021-04-06,395913.0,397890.0,394838.0,396900.0,396900.0,13
2021-04-07,395730.0,398000.0,394500.0,395888.0,395888.0,3
2021-04-08,395476.0,396985.0,393973.0,396001.0,396001.0,11
2021-04-09,397126.0,400000.0,396122.0,400000.0,400000.0,14
2021-04-12,401426.0,403421.0,400734.0,402620.0,402620.0,20
2021-04-13,401668.0,403474.0,400372.0,402500.0,402500.0,18
2021-04-14,402789.0,404150.0,402000.0,403000.0,403000.0,18
2021-04-15,403338.0,404999.0,400835.0,404789.0,404789.0,17
2021-04-16,405752.0,410400.0,405752.0,409250.0,409250.0,30
2021-04-19,410748.0,410748.0,404676.0,406505.0,406505.0,22
2021-04-20,404610.0,405340.0,401749.0,403089.0,403089.0,17
2021-04-21,403656.0,410165.0,403603.0,410153.0,410153.0,17
2021-04-22,409935.0,410000.0,405256.0,405901.0,405901.0,18
2021-04-23,407088.0,410738.0,406611.0,408840.0,408840.0,17
2021-04-26,410493.0,412474.0,407250.0,407527.0,407527.0,19
2021-04-27,408144.0,412229.0,406482.0,411400.0,411400.0,15
2021-04-28,410514.0,411811.0,409355.0,410988.0,410988.0,16
2021-04-29,412758.0,417905.0,412000.0,417905.0,417905.0,20
2021-04-30,415438.0,417144.0,412000.0,412500.0,412500.0,21
2021-05-03,418962.0,422648.0,417272.0,420000.0,420000.0,31
2021-05-04,419095.0,421850.0,410850.0,421420.0,421420.0,26
2021-05-05,425220.0,426303.0,424334.0,424840.0,424840.0,17
2021-05-06,426700.0,435744.0,426700.0,435120.0,435120.0,32
2021-05-07,436188.0,445000.0,432827.0,437131.0,437131.0,27
2021-05-10,439132.0,443275.0,439132.0,439460.0,439460.0,32
2021-05-11,435581.0,436871.0,427913.0,430258.0,430258.0,25
2021-05-12,428607.0,431200.0,423077.0,425308.0,425308.0,18
2021-05-13,425536.0,433541.0,424100.0,430640.0,430640.0,24
2021-05-14,433996.0,437413.0,433996.0,437260.0,437260.0,21
2021-05-17,435915.0,436131.0,432747.0,434324.0,434324.0,17
2021-05-18,435440.0,435960.0,431767.0,431767.0,431767.0,13
2021-05-19,426931.0,430720.0,424575.0,430720.0,430720.0,17
2021-05-20,432773.0,435000.0,429880.0,431422.0,431422.0,16
2021-05-21,431656.0,435200.0,431000.0,432469.0,432469.0,13
2021-05-24,435273.0,437001.0,433287.0,435431.0,435431.0,13
2021-05-25,437298.0,438445.0,431784.0,432274.0,432274.0,14
2021-05-26,434366.0,434366.0,429765.0,432800.0,432800.0,15
2021-05-27,433250.0,436000.0,431175.0,435420.0,435420.0,15
2021-05-28,435623.0,436430.0,433637.0,436000.0,436000.0,13
2021-06-01,438718.0,439100.0,434255.0,435304.0,435304.0,17
2021-06-02,437556.0,437950.0,434647.0,435639.0,435639.0,19
2021-06-03,433050.0,440158.0,433050.0,438745.0,438745.0,20
2021-06-04,441063.0,441063.0,437769.0,439016.0,439016.0,14
